Time resolution is 1 ps
[14230000 ns] led_out = 0000000011111111
========== TEST 4: Reset giua chung ==========
[14231000 ns] led_out = 0000000000000000
[14350000 ns] led_out = 0000000000000001
[14370000 ns] led_out = 0000000000000011
[14390000 ns] led_out = 0000000000000111
[14410000 ns] led_out = 0000000000001111
[14430000 ns] led_out = 0000000000011111
[14450000 ns] led_out = 0000000000111111
[14470000 ns] led_out = 0000000001111111
[14490000 ns] led_out = 0000000011111111
[14510000 ns] led_out = 0000000001111111
[14530000 ns] led_out = 0000000000111111
[14550000 ns] led_out = 0000000000011111
[14570000 ns] led_out = 0000000000001111
[14590000 ns] led_out = 0000000000011111
[14610000 ns] led_out = 0000000000111111
[14630000 ns] led_out = 0000000001111111
[14650000 ns] led_out = 0000000011111111
[14670000 ns] led_out = 0000000111111111
[14690000 ns] led_out = 0000001111111111
[14710000 ns] led_out = 0000011111111111
[14711000 ns] Reset giua chung!
[14711000 ns] led_out = 0000000000000000
[14790000 ns] led_out = 0000000000000001
[14810000 ns] led_out = 0000000000000011
[14830000 ns] led_out = 0000000000000111
[14850000 ns] led_out = 0000000000001111
[14870000 ns] led_out = 0000000000011111
[14890000 ns] led_out = 0000000000111111
[14910000 ns] led_out = 0000000001111111
[14930000 ns] led_out = 0000000011111111
[14950000 ns] led_out = 0000000001111111
========== END SIMULATION ==========
$finish called at time : 14951 ns : File "C:/Users/ASUS/Desktop/testbench_ring_flasher.v" Line 92
